label,message,tokens,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,"['take', 'part', 'mobil', 'survey', 'yesterday', 'text', 'use', 'howev', 'wish', 'get', 'txt', 'send', 'txt', 'tc', 'p']",0.76424164,0.017079456,0.016498704,0.017013913,0.017026544,0.017026559,0.017026551,0.017026551,0.017026551,0.017026551,0.017026551,0.017026551,0.015963687,0.015963657,0.017026568
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,"['tonight', 'mate', 'catch', 'sleep', 'new', 'number', 'way']",0.005693767,0.0038848557,0.0035812184,0.10958855,0.093416914,0.093417026,0.09341703,0.09341703,0.09341703,0.09341703,0.09341703,0.09341703,0.018248914,0.018248208,0.09341843
ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D","['height', 'oh', 'shit', 'situat', 'guy', 'throw', 'luv', 'letter', 'gal', 'fall', 'brother', 'head', 'who', 'gayd']",0.6459216,0.020318918,0.025635717,0.025336906,0.025877174,0.025877174,0.025877174,0.025877174,0.025877174,0.025877174,0.025877174,0.025877174,0.02494632,0.024945961,0.025877148
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,"['ur', 'hmv', 'quiz', 'cashbal', 'current', '£', 'maxim', 'ur', 'cashin', 'send', 'hmv', 'pmsg']",0.72712797,0.039325368,0.017334357,0.018029563,0.01802946,0.01802946,0.01802946,0.01802946,0.01802946,0.01802946,0.01802946,0.01802946,0.01795887,0.017958863,0.01802946
ham,"So check your errors and if you had difficulties, do correction.","['check', 'error', 'difficulti', 'correct']",0.0124585135,0.0039908616,0.0054398477,0.098519504,0.09505231,0.095052674,0.09505267,0.09505267,0.09505267,0.09505267,0.09505267,0.09505267,0.012057607,0.0120578725,0.095054895
ham,Howz pain?hope u r fine..,"['howz', 'painhop', 'u', 'r', 'fine']",0.009505655,0.36579502,0.38551196,0.019862773,0.019898532,0.019898532,0.019898532,0.019898532,0.019898532,0.019898532,0.019898532,0.019898532,0.02011878,0.020118756,0.01989858
ham,"Sorry, I'll call later","['sorri', 'ill', 'call', 'later']",0.004380465,0.0035038774,0.0035204003,0.09316288,0.09495874,0.094958976,0.09495895,0.09495895,0.09495895,0.09495895,0.09495895,0.09495895,0.02040038,0.020400094,0.094960436
ham,Good morning princess! How are you?,"['good', 'morn', 'princess']",0.004219781,0.004095036,0.003857332,0.083661616,0.08507929,0.085079476,0.08507945,0.08507945,0.08507945,0.08507945,0.08507945,0.08507945,0.06923107,0.06921988,0.0850799
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","['enter', 'cabin', 'pa', 'said', 'happi', 'bday', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invit', 'apart', 'went']",0.007204425,0.0042419913,0.0041724974,0.12367106,0.0947373,0.09473721,0.09473722,0.09473722,0.09473722,0.09473722,0.09473722,0.09473722,0.004041995,0.004041995,0.094728276
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,"['u', 'wake', 'alreadi', 'thanx', 'e', 'tau', 'sar', 'piah', 'quit', 'nice']",0.0028873752,0.0037812626,0.004745898,0.09204202,0.09391028,0.09391037,0.09391039,0.09391039,0.09391039,0.09391039,0.09391039,0.09391039,0.025675327,0.025674542,0.09391066
ham,K do I need a login or anything,"['k', 'need', 'login', 'anyth']",0.6900274,0.037073635,0.018760586,0.02127721,0.021286435,0.021286435,0.021286435,0.021286435,0.021286435,0.021286435,0.021286435,0.021286435,0.020641714,0.020641685,0.021286456
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,"['dont', 'forget', 'place', 'mani', 'free', 'request', 'stchoicecouk', 'wish', 'inform', 'call']",0.025710996,0.0056023295,0.0050876113,0.06480518,0.063617215,0.06361742,0.06361743,0.06361743,0.06361743,0.06361743,0.06361743,0.06361743,0.16312006,0.16311787,0.06361678
ham,LOL ... No just was busy,"['lol', 'busi']",0.0043638735,0.003691332,0.0034289712,0.097223766,0.09224122,0.09224135,0.092241526,0.0922415,0.0922415,0.0922415,0.0922415,0.0922415,0.030561628,0.030558327,0.092240594
ham,What * u wearing?,"['u', 'wear']",0.010635006,0.36462635,0.3728709,0.020804368,0.020847507,0.020847507,0.020847507,0.020847507,0.020847507,0.020847507,0.020847507,0.020847507,0.021717872,0.021717831,0.020847516
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,"['messagesom', 'text', 'miss', 'sendernam', 'miss', 'number', 'miss', 'sentdat', 'miss', 'miss', 'u', 'lot', 'that', 'everyth', 'miss', 'sent', 'via', 'fullonsmscom']",0.77689016,0.01657744,0.016478712,0.015853394,0.015911505,0.015911551,0.015911551,0.015911551,0.015911551,0.015911551,0.015911551,0.015911551,0.015498096,0.015498096,0.015911633
ham,Oh:)as usual vijay film or its different?,"['oha', 'usual', 'vijay', 'film', 'differ']",0.003178539,0.0043225964,0.005722739,0.06236412,0.09975379,0.09975347,0.09975362,0.0997536,0.0997536,0.0997536,0.0997536,0.0997536,0.013314759,0.01331481,0.09975355
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,"['dont', 'know', 'u', 'u', 'dont', 'know', 'send', 'chat', 'let', 'find', 'pmsg', 'rcvd', 'hgsuitelandsrowwjhl', 'ldn', 'year']",0.76607126,0.017011259,0.016735421,0.016680323,0.016691422,0.016691422,0.016691422,0.016691422,0.016691422,0.016691422,0.016691422,0.016691422,0.016639443,0.016639434,0.01669143
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,"['good', 'day', 'mine', 'realli', 'busi', 'much', 'tomorrow', 'night']",0.006075523,0.0048668426,0.005154182,0.06521541,0.065641865,0.065641195,0.065641165,0.06564117,0.06564117,0.06564117,0.06564117,0.06564117,0.1639586,0.16395782,0.06564163
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,"['way', 'send', 'shade', 'stuff', 'wonder']",0.003191665,0.0041229934,0.0047620363,0.08925997,0.09276683,0.09276754,0.09276745,0.09276746,0.09276746,0.09276746,0.09276746,0.09276746,0.03187776,0.031878352,0.092768155
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,"['realli', 'tot', 'ur', 'paper', 'end', 'long', 'ago', 'wat', 'u', 'copi', 'ju', 'got', 'use', 'u', 'happi', 'lar', 'still', 'haf', 'studi']",0.016600985,0.004803781,0.004088788,0.0837357,0.0937205,0.09372008,0.09372012,0.09372012,0.09372012,0.09372012,0.09372012,0.09372012,0.023646098,0.023644814,0.09371845
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832","['thank', 'winner', 'notifi', 'sm', 'good', 'luck', 'futur', 'market', 'repli', 'stop', 'custom', 'servic']",0.7708134,0.016864514,0.016576823,0.016304266,0.01630866,0.01630866,0.01630866,0.01630866,0.01630866,0.01630866,0.01630866,0.01630866,0.016331524,0.016331514,0.01630866
ham,Babe ? I lost you ... :-(,"['babe', 'lost']",0.0043486934,0.0036804283,0.0035424524,0.093106985,0.09610769,0.096107334,0.09610778,0.09610778,0.09610778,0.09610778,0.09610778,0.09610778,0.015176475,0.015176874,0.09610641
ham,Ok... Help me ask if she's working tmr a not?,"['ok', 'help', 'ask', 'she', 'work', 'tmr']",0.0037837054,0.0036392694,0.0045084627,0.08926098,0.09467461,0.09467476,0.09467476,0.09467476,0.09467476,0.09467476,0.09467476,0.09467476,0.023367368,0.02336688,0.09467533
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,"['im', 'drive', 'rain', 'ill', 'get', 'caught', 'e', 'mrt', 'station', 'lor']",0.6208637,0.018403206,0.020118218,0.028866151,0.02908082,0.029080888,0.029080888,0.029080888,0.029080888,0.029080888,0.029080888,0.029080888,0.025010547,0.025010452,0.029080776
ham,Not a drop in the tank,"['drop', 'tank']",0.0058493647,0.008229223,0.010155643,0.040929988,0.041035973,0.041036,0.041036,0.041036,0.041036,0.041036,0.041036,0.041036,0.282756,0.2827559,0.041035943
ham,(That said can you text him one more time?),"['said', 'text', 'one', 'time']",0.005389016,0.0036055034,0.0042304248,0.094561726,0.09603387,0.09603414,0.09603412,0.09603412,0.09603412,0.09603412,0.09603412,0.09603412,0.013952463,0.013952383,0.096035846
ham,"Sorry, I'll call later","['sorri', 'ill', 'call', 'later']",0.004380465,0.0035038774,0.0035204003,0.09316288,0.09495874,0.094958976,0.09495895,0.09495895,0.09495895,0.09495895,0.09495895,0.09495895,0.02040038,0.020400094,0.094960436
ham,Ok i go change also...,"['ok', 'go', 'chang', 'also']",0.0039630253,0.0038558133,0.004813671,0.10464204,0.09272644,0.09272625,0.09272629,0.092726275,0.092726275,0.092726275,0.092726275,0.092726275,0.024094151,0.024093773,0.09272711
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),"['girl', 'mani', 'local', 'u', 'r', 'virgin', 'r', 'readi', 'fil', 'ur', 'everi', 'sexual', 'need', 'u', 'fil', 'text', 'cute', '£p']",0.7422141,0.017133173,0.017532542,0.01865742,0.018675089,0.018675089,0.018675089,0.018675089,0.018675089,0.018675089,0.018675089,0.018675089,0.018193582,0.018193573,0.018675089
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,"['u', 'find', 'sitter', 'kaitlyn', 'sick', 'slept', 'day', 'yesterday']",0.009524833,0.29805574,0.38402447,0.025357703,0.025377087,0.025377098,0.025377098,0.025377098,0.025377098,0.025377098,0.025377098,0.025377098,0.027321715,0.027321657,0.02537711
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up","['sorri', 'man', 'accident', 'left', 'phone', 'silent', 'last', 'night', 'didnt', 'check', 'til', 'got']",0.0045731617,0.004025468,0.0047953227,0.09268634,0.09520979,0.095209844,0.095209815,0.095209844,0.095209844,0.095209844,0.095209844,0.095209844,0.01851533,0.018514944,0.09521076
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,"['hey', 'someth', 'came', 'last', 'min', 'think', 'wun', 'sign', 'tmr', 'hee']",0.52334696,0.019535216,0.023255773,0.039627746,0.038979776,0.03897985,0.03897983,0.03897983,0.03897983,0.03897983,0.03897983,0.03897983,0.021707991,0.021707566,0.038980093
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,"['he', 'adult', 'would', 'learn', 'experi', 'there', 'real', 'danger', 'dont', 'like', 'peep', 'use', 'drug', 'dont', 'need', 'comment']",0.008822477,0.3400054,0.3397192,0.028391756,0.02568437,0.025684377,0.025684377,0.025684377,0.025684377,0.025684377,0.025684377,0.025684377,0.025950769,0.025949784,0.02568564
ham,Hey! There's veggie pizza... :/,"['hey', 'there', 'veggi', 'pizza']",0.010798583,0.3779767,0.36130306,0.020918956,0.02092603,0.02092603,0.02092603,0.02092603,0.02092603,0.02092603,0.02092603,0.02092603,0.020334292,0.020334322,0.02092603
ham,Yun buying... But school got offer 2000 plus only...,"['yun', 'buy', 'school', 'got', 'offer', 'plu']",0.0042360467,0.0052736704,0.0071680956,0.08459635,0.090914994,0.09091592,0.09091588,0.09091587,0.09091587,0.09091587,0.09091587,0.09091587,0.040240888,0.040246822,0.09091199
ham,You sure your neighbors didnt pick it up,"['sure', 'neighbor', 'didnt', 'pick']",0.0034690234,0.003641682,0.0046095974,0.093992755,0.09496231,0.094962545,0.09496254,0.09496252,0.09496252,0.09496252,0.09496252,0.09496252,0.019812563,0.019812277,0.09496212
ham,K. I will sent it again,"['k', 'sent']",0.009028239,0.004321307,0.0038694039,0.091904014,0.091821596,0.09182194,0.091821946,0.09182194,0.09182194,0.09182194,0.09182194,0.09182194,0.032250114,0.03223139,0.09182024
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,"['free', 'entri', 'wkli', 'comp', 'win', 'fa', 'cup', 'final', 'tkt', 'st', 'may', 'text', 'fa', 'receiv', 'entri', 'questionstd', 'txt', 'ratetc', 'appli', 'over']",0.008337263,0.0042104516,0.004102205,0.088139355,0.09853221,0.09853408,0.09853408,0.09853408,0.09853408,0.09853408,0.09853408,0.09853408,0.0042044893,0.004204445,0.09853107
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!","['new', 'theori', 'argument', 'win', 'situat', 'lose', 'person', 'dont', 'argu', 'ur', 'friend', 'kick', 'amp', 'say', 'im', 'alway', 'correct']",0.77881384,0.015716242,0.015868476,0.015829751,0.015834289,0.015834289,0.015834289,0.015834289,0.015834289,0.015834289,0.015834289,0.015834289,0.015631586,0.015631579,0.015834304
ham,Well. Im computerless. Time to make some oreo truffles,"['well', 'im', 'computerless', 'time', 'make', 'oreo', 'truffl']",0.00308981,0.0041611595,0.0052670157,0.08952082,0.092914276,0.09291417,0.09291417,0.09291419,0.09291419,0.09291419,0.09291419,0.09291419,0.030867018,0.030865936,0.09291455
ham,"Haha yeah I see that now, be there in a sec","['haha', 'yeah', 'see', 'sec']",0.012472823,0.32917973,0.34747875,0.026444698,0.026585061,0.026585061,0.026585061,0.026585061,0.026585061,0.026585061,0.026585061,0.026585061,0.022579184,0.022579184,0.026585087
ham,I am not having her number sir,"['number', 'sir']",0.005926465,0.004007429,0.0036732228,0.09539626,0.08753108,0.08753129,0.08753127,0.08753127,0.08753127,0.08753127,0.08753127,0.08753127,0.05160925,0.051603086,0.087534234
ham,Lol now I'm after that hot air balloon!,"['lol', 'im', 'hot', 'air', 'balloon']",0.008177382,0.099388264,0.13806443,0.014892639,0.014921526,0.014921533,0.014921533,0.014921533,0.014921533,0.014921533,0.014921533,0.014921533,0.30259377,0.3025897,0.014921533
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,"['ok', 'bu', 'come', 'soon', 'come', 'otherwis', 'tomorrow']",0.0033850248,0.0044240626,0.005413336,0.09181096,0.09389269,0.093892805,0.09389233,0.09389233,0.09389233,0.09389233,0.09389233,0.09389233,0.024967607,0.024967115,0.09389236
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,"['msg', 'r', 'time', 'passthey', 'silent', 'say', 'think', 'u', 'right', 'also', 'make', 'u', 'think', 'least', 'moment', 'gd', 'ntswt', 'drm', 'shesil']",0.0038575567,0.0036658708,0.0050824955,0.07779623,0.08006627,0.08006655,0.080066524,0.080066524,0.080066524,0.080066524,0.080066524,0.080066524,0.094514035,0.09448536,0.0800664
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl","['yeah', 'probabl', 'swing', 'roommat', 'finish', 'girl']",0.3599493,0.016943928,0.01689498,0.04578922,0.048037056,0.048037056,0.048037056,0.048037056,0.048037056,0.048037056,0.048037056,0.048037056,0.06404496,0.06404375,0.048037425
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!","['got', 'take', 'take', 'part', 'wrc', 'ralli', 'oz', 'u', 'lucozad', 'energi', 'text', 'ralli', 'le', 'p', 'see', 'pack', 'lucozadecoukwrc', 'itcould', 'u']",0.7588723,0.018836189,0.017869513,0.017055908,0.017078452,0.017078444,0.017078444,0.017078444,0.017078444,0.017078444,0.017078444,0.017078444,0.01683007,0.01683007,0.017078452
ham,Happy new years melody!,"['happi', 'new', 'year', 'melodi']",0.0041592857,0.0038302941,0.0040977397,0.08598621,0.0847079,0.08470819,0.084708214,0.084708214,0.084708214,0.084708214,0.084708214,0.084708214,0.06977682,0.06977363,0.08471066
ham,Ü dun need to pick ur gf?,"['ü', 'dun', 'need', 'pick', 'ur', 'gf']",0.0037783696,0.0038020853,0.0041828225,0.094500706,0.095034614,0.09503507,0.09503507,0.09503507,0.09503507,0.09503507,0.09503507,0.09503507,0.019210674,0.019210152,0.095035136
ham,Yay! You better not have told that to 5 other girls either.,"['yay', 'better', 'told', 'girl', 'either']",0.016221803,0.3203886,0.34307334,0.026169851,0.02621979,0.02621979,0.026219783,0.026219783,0.026219783,0.026219783,0.026219783,0.026219783,0.029083937,0.029084338,0.026219765
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,"['horribl', 'u', 'eat', 'mac', 'eat', 'u', 'forgot', 'abt', 'alreadi', 'rite', 'u', 'take', 'long', 'repli', 'thk', 'toot', 'b', 'b', 'prepar', 'wat', 'shall', 'eat']",0.003910498,0.0043388056,0.00868294,0.065562494,0.075948164,0.075948104,0.0759481,0.0759481,0.0759481,0.0759481,0.0759481,0.0759481,0.11698885,0.116983615,0.075947896
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ","['say', 'fantast', 'chanc', 'anyth', 'need', 'bigger', 'life', 'lift', 'lose', 'live', 'think', 'would', 'first', 'person', 'die', 'n', 'v', 'q']",0.76356006,0.01758733,0.017011626,0.01690869,0.01695273,0.01695274,0.01695273,0.01695273,0.01695273,0.01695273,0.01695273,0.01695273,0.016178785,0.016178777,0.01695273
ham,Just nw i came to hme da..,"['nw', 'came', 'hme', 'da']",0.0031896844,0.004734428,0.0066647097,0.108384185,0.075329065,0.07532905,0.07532906,0.07532906,0.07532906,0.07532906,0.07532906,0.07532906,0.099533826,0.09953292,0.07532779
ham,"I'm outside islands, head towards hard rock and you'll run into me","['im', 'outsid', 'island', 'head', 'toward', 'hard', 'rock', 'youll', 'run']",0.011421726,0.30562836,0.3713472,0.021399625,0.022252508,0.022252502,0.022252498,0.022252498,0.022252498,0.022252498,0.022252498,0.022252498,0.04496859,0.044962138,0.022252502
ham,To day class is there are no class.,"['day', 'class', 'class']",0.0040031685,0.003656285,0.0048684143,0.09309791,0.09600378,0.09600398,0.09600399,0.09600399,0.09600399,0.09600399,0.09600399,0.09600399,0.015169762,0.015169635,0.09600313
ham,I'm in chennai velachery:),"['im', 'chennai', 'velacheri']",0.006176678,0.008810695,0.011920258,0.050602335,0.050086208,0.050086223,0.050086223,0.050086223,0.050086223,0.050086223,0.050086223,0.050086223,0.23585705,0.23585698,0.050086267
ham,You flippin your shit yet?,"['flippin', 'shit', 'yet']",0.0031108756,0.0042595873,0.0055161417,0.08628148,0.09478331,0.09478365,0.094783604,0.09478363,0.09478365,0.09478364,0.09478364,0.09478364,0.0238914,0.023888303,0.09478341
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore","['k', 'give', 'sec', 'break', 'ltgt', 'cstore']",0.012538853,0.3189463,0.37563238,0.024890942,0.024987807,0.024987813,0.024987807,0.024987807,0.024987807,0.024987807,0.024987807,0.024987807,0.021550704,0.021550657,0.024987807
ham,Am i that much bad to avoid like this?,"['much', 'bad', 'avoid', 'like']",0.0038938085,0.005405841,0.007149601,0.06667309,0.069516994,0.06951394,0.0695139,0.0695139,0.0695139,0.0695139,0.0695139,0.0695139,0.14562449,0.14562517,0.069513515
ham,"Yo, you around? Just got my car back","['yo', 'around', 'got', 'car', 'back']",0.0042715035,0.0034863015,0.0046605133,0.09269102,0.094734274,0.094734736,0.09473475,0.09473475,0.09473475,0.09473475,0.09473475,0.09473475,0.021139568,0.02113923,0.09473428
ham,Annoying isn't it.,"['annoy', 'isnt']",0.0050808806,0.006996462,0.032290876,0.0444829,0.048374504,0.04837455,0.04837455,0.04837455,0.04837455,0.04837455,0.04837455,0.04837455,0.23788887,0.23788907,0.048374616
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.","['goodmorn', 'today', 'late', 'ltgt', 'min']",0.5132201,0.009911798,0.009128577,0.0453497,0.042063016,0.042063024,0.042063024,0.042063024,0.042063024,0.042063024,0.042063024,0.042063024,0.021911396,0.021911304,0.042063005
ham,There's no point hangin on to mr not right if he's not makin u happy,"['there', 'point', 'hangin', 'mr', 'right', 'he', 'makin', 'u', 'happi']",0.0037055488,0.004165287,0.004606619,0.09989209,0.09662121,0.09662129,0.09662129,0.09662129,0.09662129,0.09662129,0.09662129,0.09662129,0.009018768,0.009018699,0.096622765
ham,All will come alive.better correct any good looking figure there itself..,"['come', 'alivebett', 'correct', 'good', 'look', 'figur']",0.60836065,0.011590855,0.010946994,0.03487467,0.033932805,0.03393286,0.03393286,0.03393286,0.03393286,0.03393286,0.03393286,0.03393286,0.014415048,0.014415185,0.033933725
ham,In that case I guess I'll see you at campus lodge,"['case', 'guess', 'ill', 'see', 'campu', 'lodg']",0.00978718,0.25301263,0.38424897,0.028696492,0.02914637,0.029146306,0.029146314,0.029146314,0.029146314,0.029146314,0.029146314,0.029146314,0.030969959,0.030967884,0.029146325
ham,We're done...,['done'],0.0035619368,0.0036031506,0.0047460697,0.08782069,0.094475016,0.094475,0.094475,0.094475,0.094475,0.094475,0.094475,0.094475,0.024995985,0.02499595,0.09447618
ham,Come to my home for one last time i wont do anything. Trust me.,"['come', 'home', 'one', 'last', 'time', 'wont', 'anyth', 'trust']",0.61299646,0.013910054,0.0131515935,0.03290929,0.033120636,0.033120744,0.033120744,0.033120744,0.033120744,0.033120744,0.033120744,0.033120744,0.014472915,0.014472888,0.0331211
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,"['night', 'worri', 'appt', 'shame', 'miss', 'girl', 'night', 'quizz', 'popcorn', 'hair']",0.003832424,0.004050258,0.0049766763,0.089608334,0.09327971,0.093280084,0.09328006,0.093280055,0.093280055,0.093280055,0.093280055,0.093280055,0.029005487,0.029004525,0.093282126
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,"['sex', 'ur', 'mobil', 'free', 'sexi', 'pic', 'jordan', 'text', 'babe', 'everi', 'wk', 'get', 'sexi', 'celeb', 'pocketbabecouk', 'pic', '£wk']",0.005086419,0.0038175534,0.0048785615,0.09128887,0.09363418,0.0936353,0.09363536,0.0936353,0.0936353,0.0936353,0.0936353,0.0936353,0.026105724,0.026106428,0.09363509
ham,Ok... C ya...,"['ok', 'c', 'ya']",0.0036101174,0.0035306718,0.0049208137,0.09038757,0.09156951,0.09156985,0.09156981,0.09156983,0.09156983,0.09156983,0.09156983,0.09156983,0.036711827,0.03671003,0.09157069
spam,You have 1 new voicemail. Please call 08719181503,"['new', 'voicemail', 'pleas', 'call']",0.0035809763,0.003892531,0.0045069084,0.09548831,0.09429636,0.09429665,0.094296664,0.094296664,0.094296664,0.094296664,0.094296664,0.094296664,0.021930637,0.021930272,0.09429744
ham,What he said is not the matter. My mind saying some other matter is there.,"['said', 'matter', 'mind', 'say', 'matter']",0.010804857,0.36453462,0.3751075,0.020910166,0.020933831,0.020933831,0.020933822,0.020933831,0.020933831,0.020933831,0.020933831,0.020933831,0.020119172,0.020119162,0.020933822
ham,He also knows about lunch menu only da. . I know,"['also', 'know', 'lunch', 'menu', 'da', 'know']",0.012156708,0.23061427,0.3214744,0.038824614,0.03867294,0.038672958,0.03867294,0.03867294,0.03867294,0.03867294,0.03867294,0.03867294,0.024436958,0.024436677,0.0386729
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx","['al', 'moan', 'n', 'e', 'thin', 'goe', 'wrong', 'faultal', 'de', 'argument', 'r', 'faultf', 'himso', 'bother', 'hav', 'go', 'thanxxx']",0.0789529,0.4538336,0.19085974,0.015702683,0.015709057,0.015709057,0.015709057,0.015709057,0.015709057,0.015709057,0.015709057,0.015709057,0.059636235,0.059633415,0.015709057
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,"['neft', 'transact', 'refer', 'number', 'ltgt', 'rs', 'ltdecimalgt', 'credit', 'beneficiari', 'account', 'ltgt', 'lttimegt', 'ltgt']",0.7570083,0.016236389,0.017264288,0.017494744,0.017491808,0.017491808,0.017491808,0.017491808,0.017491808,0.017491808,0.017491808,0.017491808,0.017285062,0.017285071,0.017491808
ham,Otherwise had part time job na-tuition..,"['otherwis', 'part', 'time', 'job', 'natuit']",0.0033575995,0.004753723,0.0077443058,0.080259666,0.08264803,0.08264822,0.082647145,0.082647145,0.082647145,0.082647145,0.082647145,0.082647145,0.0800283,0.08002945,0.0826479
ham,I know she called me,"['know', 'call']",0.0064344825,0.0036041772,0.003995154,0.09527877,0.09429349,0.094293974,0.09429396,0.09429396,0.09429396,0.09429396,0.09429396,0.09429396,0.021019509,0.021019012,0.09429775
ham,"Me also da, i feel yesterday night  wait til 2day night dear.","['also', 'da', 'feel', 'yesterday', 'night', 'wait', 'til', 'day', 'night', 'dear']",0.004668679,0.003566332,0.004254916,0.09388493,0.0947184,0.09471779,0.09471779,0.09471779,0.09471779,0.09471779,0.09471779,0.09471779,0.0205818,0.020581668,0.094718724
ham,Thanks for understanding. I've been trying to tell sura that.,"['thank', 'understand', 'ive', 'tri', 'tell', 'sura']",0.0052635926,0.0037580556,0.003695365,0.09633512,0.09530509,0.095305376,0.09530535,0.09530542,0.09530542,0.09530542,0.09530542,0.09530542,0.016599167,0.016599357,0.09530646
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,"['win', 'year', 'suppli', 'cd', 'store', 'ur', 'choic', 'worth', '£', 'enter', '£', 'weekli', 'draw', 'txt', 'music', 'tsc']",0.78021324,0.015424727,0.015916705,0.015758539,0.015751956,0.015751956,0.015751956,0.015751956,0.015751956,0.015751956,0.015751956,0.015751956,0.015459592,0.015459592,0.015751956
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,"['whole', 'car', 'appreci', 'last', 'two', 'dad', 'map', 'read', 'semi', 'argument', 'apart', 'thing', 'go', 'ok', 'p']",0.41478777,0.014453569,0.015164353,0.055761103,0.051765516,0.051765516,0.051765516,0.051765516,0.051765516,0.051765516,0.051765516,0.051765516,0.01697204,0.016971959,0.05176511
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr","['sim', 'subscrib', 'select', 'receiv', 'bonu', 'get', 'deliv', 'door', 'txt', 'word', 'ok', 'claim', 'pmsg', 'exp', 'apr']",0.76741856,0.01582971,0.01646107,0.016605191,0.01663031,0.016630316,0.016630316,0.016630316,0.016630316,0.016630316,0.016630316,0.016630316,0.017006341,0.017006332,0.016630286
ham,I need you to be in my strong arms...,"['need', 'strong', 'arm']",0.009803632,0.3907834,0.37671226,0.018682294,0.018658124,0.018658124,0.018658124,0.018658124,0.018658124,0.018658124,0.018658124,0.018658124,0.018047618,0.018047608,0.018658124
ham,Also maaaan are you missing out,"['also', 'maaaan', 'miss']",0.0032044672,0.0040058075,0.0049533686,0.08677366,0.09460988,0.09461487,0.09461488,0.09461488,0.09461488,0.09461488,0.09461488,0.09461488,0.024763327,0.024762664,0.09462271
